,from,to,date_x,date_y,new_id_x,new_id_y
14766,12124,6201,2000-12-12,2000-06-16,2628,1305
14767,107159,6201,2001-07-13,2000-06-16,4322,1305
14768,11095,6202,2000-11-07,2000-06-17,2336,1306
14769,9021,6202,2000-09-04,2000-06-17,1804,1306
14770,9141,6202,2000-09-12,2000-06-17,1902,1306
14771,7106,6202,2000-07-11,2000-06-17,1443,1306
14772,8119,6202,2000-08-11,2000-06-17,1673,1306
14773,105083,6202,2001-05-10,2000-06-17,3697,1306
14774,10143,6202,2000-10-13,2000-06-17,2128,1306
14775,8030,6202,2000-08-03,2000-06-17,1593,1306
14776,108174,6202,2001-08-22,2000-06-17,4577,1306
14777,11282,6202,2000-11-22,2000-06-17,2505,1306
14778,7215,6202,2000-07-19,2000-06-17,1532,1306
14779,8172,6202,2000-08-16,2000-06-17,1721,1306
14780,111027,6202,2001-11-02,2000-06-17,5103,1306
14781,103203,6202,2001-03-19,2000-06-17,3338,1306
14782,110178,6202,2001-10-14,2000-06-17,4984,1306
14783,7089,6202,2000-07-10,2000-06-17,1430,1306
14784,7168,6202,2000-07-17,2000-06-17,1495,1306
14785,8073,6202,2000-08-09,2000-06-17,1633,1306
14786,6225,6202,2000-06-20,2000-06-17,1327,1306
14787,6236,6202,2000-06-20,2000-06-17,1338,1306
14788,7147,6202,2000-07-13,2000-06-17,1479,1306
14789,12239,6202,2000-12-19,2000-06-17,2734,1306
14790,101045,6202,2001-01-05,2000-06-17,2803,1306
14791,104168,6202,2001-04-17,2000-06-17,3538,1306
14792,106046,6202,2001-06-04,2000-06-17,3957,1306
14793,7052,6202,2000-07-06,2000-06-17,1399,1306
14794,9182,6202,2000-09-15,2000-06-17,1939,1306
14795,8213,6202,2000-08-19,2000-06-17,1755,1306
14796,107127,6202,2001-07-11,2000-06-17,4293,1306
14797,106232,6202,2001-06-21,2000-06-17,4122,1306
14798,8087,6203,2000-08-09,2000-06-17,1646,1307
14799,8190,6203,2000-08-17,2000-06-17,1733,1307
14800,6251,6203,2000-06-21,2000-06-17,1352,1307
14801,8012,6203,2000-08-01,2000-06-17,1578,1307
14802,8134,6203,2000-08-14,2000-06-17,1688,1307
14803,12165,6203,2000-12-14,2000-06-17,2667,1307
14804,12255,6203,2000-12-19,2000-06-17,2749,1307
14805,103211,6203,2001-03-20,2000-06-17,3345,1307
14806,101042,6203,2001-01-05,2000-06-17,2800,1307
14807,8055,6203,2000-08-07,2000-06-17,1618,1307
14808,8079,6203,2000-08-09,2000-06-17,1639,1307
14809,8133,6203,2000-08-14,2000-06-17,1687,1307
14810,9074,6203,2000-09-06,2000-06-17,1850,1307
14811,11153,6203,2000-11-11,2000-06-17,2391,1307
14812,102207,6203,2001-02-16,2000-06-17,3151,1307
14813,105243,6203,2001-05-23,2000-06-17,3845,1307
14814,107223,6203,2001-07-20,2000-06-17,4382,1307
14815,109099,6203,2001-09-12,2000-06-17,4722,1307
14816,102210,6203,2001-02-16,2000-06-17,3154,1307
14817,112085,6203,2001-12-05,2000-06-17,5330,1307
14818,10071,6203,2000-10-08,2000-06-17,2066,1307
14819,105180,6203,2001-05-17,2000-06-17,3786,1307
14820,107018,6203,2001-07-03,2000-06-17,4190,1307
14821,8111,6203,2000-08-11,2000-06-17,1669,1307
14822,102161,6203,2001-02-14,2000-06-17,3110,1307
14823,102147,6203,2001-02-12,2000-06-17,3098,1307
14824,12013,6203,2000-12-01,2000-06-17,2527,1307
14825,103009,6203,2001-03-01,2000-06-17,3164,1307
14826,103052,6203,2001-03-05,2000-06-17,3203,1307
14827,103158,6203,2001-03-14,2000-06-17,3297,1307
14828,103257,6203,2001-03-23,2000-06-17,3384,1307
14829,104057,6204,2001-04-05,2000-06-17,3441,1308
14830,9167,6204,2000-09-14,2000-06-17,1927,1308
14831,12042,6204,2000-12-05,2000-06-17,2553,1308
14832,102145,6204,2001-02-12,2000-06-17,3096,1308
14833,103081,6204,2001-03-08,2000-06-17,3230,1308
14834,103239,6204,2001-03-22,2000-06-17,3368,1308
14835,11006,6204,2000-11-01,2000-06-17,2259,1308
14836,12265,6204,2000-12-20,2000-06-17,2757,1308
14837,10121,6204,2000-10-12,2000-06-17,2109,1308
14838,10010,6204,2000-10-02,2000-06-17,2016,1308
14839,201028,6204,2002-01-06,2000-06-17,5496,1308
14840,112197,6204,2001-12-14,2000-06-17,5423,1308
14841,9116,6208,2000-09-11,2000-06-18,1879,1310
14842,109139,6208,2001-09-17,2000-06-18,4761,1310
14843,101137,6208,2001-01-12,2000-06-18,2884,1310
14844,8090,6209,2000-08-09,2000-06-18,1649,1311
14845,102022,6209,2001-02-02,2000-06-18,2991,1311
14846,111208,6209,2001-11-16,2000-06-18,5225,1311
14847,8132,6209,2000-08-14,2000-06-18,1686,1311
14848,9037,6209,2000-09-04,2000-06-18,1816,1311
14849,9233,6209,2000-09-20,2000-06-18,1988,1311
14850,10244,6209,2000-10-20,2000-06-18,2213,1311
14851,101196,6209,2001-01-17,2000-06-18,2935,1311
14852,107037,6209,2001-07-04,2000-06-18,4207,1311
14853,9120,6209,2000-09-11,2000-06-18,1883,1311
14854,8119,6209,2000-08-11,2000-06-18,1673,1311
14855,10113,6209,2000-10-11,2000-06-18,2103,1311
14856,12024,6209,2000-12-04,2000-06-18,2537,1311
14857,110046,6209,2001-10-03,2000-06-18,4868,1311
14858,103069,6209,2001-03-07,2000-06-18,3218,1311
14859,106181,6209,2001-06-16,2000-06-18,4076,1311
14860,104264,6209,2001-04-25,2000-06-18,3622,1311
14861,7131,6209,2000-07-13,2000-06-18,1463,1311
14862,7089,6209,2000-07-10,2000-06-18,1430,1311
14863,101059,6209,2001-01-08,2000-06-18,2815,1311
14864,109125,6209,2001-09-14,2000-06-18,4747,1311
14865,6236,6209,2000-06-20,2000-06-18,1338,1311
14866,6235,6209,2000-06-20,2000-06-18,1337,1311
14867,9158,6209,2000-09-13,2000-06-18,1918,1311
14868,104250,6209,2001-04-24,2000-06-18,3610,1311
14869,108216,6209,2001-08-26,2000-06-18,4612,1311
14870,8089,6207,2000-08-09,2000-06-19,1648,1312
14871,201144,6207,2002-01-16,2000-06-19,5597,1312
14872,6235,6207,2000-06-20,2000-06-19,1337,1312
14873,9158,6207,2000-09-13,2000-06-19,1918,1312
14874,7192,6207,2000-07-18,2000-06-19,1515,1312
14875,11003,6210,2000-11-01,2000-06-19,2256,1313
14876,104133,6210,2001-04-13,2000-06-19,3507,1313
14877,12143,6210,2000-12-13,2000-06-19,2646,1313
14878,12093,6210,2000-12-08,2000-06-19,2600,1313
14879,103128,6210,2001-03-13,2000-06-19,3272,1313
14880,106047,6210,2001-06-05,2000-06-19,3959,1313
14881,202202,6210,2002-02-21,2000-06-19,5894,1313
14882,11241,6210,2000-11-20,2000-06-19,2470,1313
14883,12024,6210,2000-12-04,2000-06-19,2537,1313
14884,12171,6210,2000-12-14,2000-06-19,2673,1313
14885,105257,6210,2001-05-24,2000-06-19,3859,1313
14886,110113,6210,2001-10-08,2000-06-19,4931,1313
14887,103069,6210,2001-03-07,2000-06-19,3218,1313
14888,109176,6210,2001-09-20,2000-06-19,4792,1313
14889,11099,6210,2000-11-07,2000-06-19,2340,1313
14890,112041,6211,2001-12-04,2000-06-19,5305,1314
14891,110198,6211,2001-10-15,2000-06-19,5001,1314
14892,201079,6211,2002-01-10,2000-06-19,5541,1314
14893,111149,6211,2001-11-12,2000-06-19,5181,1314
14894,111001,6211,2001-10-31,2000-06-19,5093,1314
14895,8190,6213,2000-08-17,2000-06-19,1733,1315
14896,7197,6213,2000-07-18,2000-06-19,1517,1315
14897,10047,6213,2000-10-06,2000-06-19,2046,1315
14898,202148,6213,2002-02-15,2000-06-19,5842,1315
14899,104068,6213,2001-04-06,2000-06-19,3451,1315
14900,201243,6213,2002-01-25,2000-06-19,5682,1315
14901,101210,6213,2001-01-18,2000-06-19,2948,1315
14902,7221,6213,2000-07-20,2000-06-19,1537,1315
14903,104035,6213,2001-04-03,2000-06-19,3420,1315
14904,6237,6214,2000-06-20,2000-06-19,1339,1316
14905,103218,6214,2001-03-20,2000-06-19,3351,1316
14906,10054,6215,2000-10-06,2000-06-19,2052,1317
14907,8054,6215,2000-08-07,2000-06-19,1617,1317
14908,11006,6215,2000-11-01,2000-06-19,2259,1317
14909,102207,6215,2001-02-16,2000-06-19,3151,1317
14910,9199,6215,2000-09-16,2000-06-19,1955,1317
14911,6226,6215,2000-06-20,2000-06-19,1328,1317
14912,101027,6215,2001-01-03,2000-06-19,2785,1317
14913,107167,6215,2001-07-15,2000-06-19,4330,1317
14914,108055,6215,2001-08-06,2000-06-19,4471,1317
14915,8041,6215,2000-08-04,2000-06-19,1604,1317
14916,8128,6215,2000-08-14,2000-06-19,1682,1317
14917,9022,6215,2000-09-04,2000-06-19,1805,1317
14918,103031,6215,2001-03-02,2000-06-19,3183,1317
14919,11245,6215,2000-11-20,2000-06-19,2474,1317
14920,12049,6215,2000-12-05,2000-06-19,2560,1317
14921,109054,6215,2001-09-06,2000-06-19,4684,1317
14922,109084,6216,2001-09-10,2000-06-19,4710,1318
14923,107110,6216,2001-07-10,2000-06-19,4276,1318
14924,109102,6216,2001-09-12,2000-06-19,4725,1318
14925,110006,6216,2001-09-29,2000-06-19,4835,1318
14926,10187,6216,2000-10-17,2000-06-19,2165,1318
14927,101111,6216,2001-01-11,2000-06-19,2860,1318
14928,101130,6216,2001-01-12,2000-06-19,2877,1318
14929,103023,6216,2001-03-02,2000-06-19,3176,1318
14930,107099,6216,2001-07-09,2000-06-19,4266,1318
14931,108079,6216,2001-08-08,2000-06-19,4491,1318
14932,107089,6217,2001-07-09,2000-06-19,4257,1319
14933,104027,6217,2001-04-03,2000-06-19,3413,1319
14934,201219,6217,2002-01-23,2000-06-19,5660,1319
14935,103124,6219,2001-03-12,2000-06-19,3269,1321
14936,6246,6219,2000-06-21,2000-06-19,1347,1321
14937,11013,6219,2000-11-01,2000-06-19,2266,1321
14938,111079,6219,2001-11-07,2000-06-19,5129,1321
14939,11170,6219,2000-11-13,2000-06-19,2406,1321
14940,11094,6219,2000-11-07,2000-06-19,2335,1321
14941,8057,6219,2000-08-07,2000-06-19,1619,1321
14942,8132,6219,2000-08-14,2000-06-19,1686,1321
14943,9037,6219,2000-09-04,2000-06-19,1816,1321
14944,9233,6219,2000-09-20,2000-06-19,1988,1321
14945,10175,6219,2000-10-16,2000-06-19,2155,1321
14946,10220,6219,2000-10-19,2000-06-19,2194,1321
14947,101081,6219,2001-01-09,2000-06-19,2834,1321
14948,110059,6219,2001-10-04,2000-06-19,4880,1321
14949,12112,6219,2000-12-11,2000-06-19,2617,1321
14950,11131,6219,2000-11-09,2000-06-19,2371,1321
14951,12184,6219,2000-12-15,2000-06-19,2686,1321
14952,10113,6219,2000-10-11,2000-06-19,2103,1321
14953,105257,6219,2001-05-24,2000-06-19,3859,1321
14954,107147,6219,2001-07-13,2000-06-19,4310,1321
14955,104021,6219,2001-04-02,2000-06-19,3409,1321
14956,8214,6219,2000-08-21,2000-06-19,1756,1321
14957,102076,6219,2001-02-07,2000-06-19,3037,1321
14958,8144,6219,2000-08-15,2000-06-19,1699,1321
14959,9142,6219,2000-09-12,2000-06-19,1903,1321
14960,10256,6219,2000-10-23,2000-06-19,2227,1321
14961,12054,6219,2000-12-05,2000-06-19,2565,1321
14962,12268,6219,2000-12-20,2000-06-19,2760,1321
14963,7127,6219,2000-07-13,2000-06-19,1459,1321
14964,103196,6219,2001-03-18,2000-06-19,3330,1321
14965,7043,6219,2000-07-05,2000-06-19,1391,1321
14966,7078,6219,2000-07-09,2000-06-19,1422,1321
14967,8204,6219,2000-08-18,2000-06-19,1746,1321
14968,106213,6219,2001-06-19,2000-06-19,4108,1321
14969,110291,6219,2001-10-23,2000-06-19,5083,1321
14970,111149,6219,2001-11-12,2000-06-19,5181,1321
14971,102086,6219,2001-02-07,2000-06-19,3046,1321
14972,104224,6219,2001-04-23,2000-06-19,3588,1321
14973,12175,6219,2000-12-14,2000-06-19,2677,1321
14974,108216,6219,2001-08-26,2000-06-19,4612,1321
14975,106030,6219,2001-06-04,2000-06-19,3943,1321
14976,8143,6220,2000-08-14,2000-06-19,1697,1322
14977,8143,6221,2000-08-14,2000-06-19,1697,1323
14978,112173,6222,2001-12-13,2000-06-19,5401,1324
14979,101132,6222,2001-01-12,2000-06-19,2879,1324
14980,8065,6222,2000-08-08,2000-06-19,1626,1324
14981,8025,6222,2000-08-03,2000-06-19,1589,1324
14982,104169,6222,2001-04-17,2000-06-19,3539,1324
14983,103235,6222,2001-03-21,2000-06-19,3366,1324
14984,11203,6222,2000-11-16,2000-06-19,2435,1324
14985,108043,6223,2001-08-04,2000-06-19,4461,1325
14986,112084,6223,2001-12-05,2000-06-19,5329,1325
14987,9030,6223,2000-09-04,2000-06-19,1812,1325
14988,202148,6223,2002-02-15,2000-06-19,5842,1325
14989,102076,6223,2001-02-07,2000-06-19,3037,1325
14990,108085,6223,2001-08-09,2000-06-19,4497,1325
14991,8046,6223,2000-08-04,2000-06-19,1609,1325
14992,201202,6223,2002-01-22,2000-06-19,5647,1325
14993,9072,6224,2000-09-06,2000-06-19,1848,1326
14994,10222,6224,2000-10-19,2000-06-19,2196,1326
14995,12179,6224,2000-12-14,2000-06-19,2681,1326
14996,101135,6224,2001-01-12,2000-06-19,2882,1326
14997,104200,6224,2001-04-20,2000-06-19,3566,1326
14998,104254,6224,2001-04-25,2000-06-19,3613,1326
14999,7075,6224,2000-07-09,2000-06-19,1421,1326
15000,7145,6224,2000-07-13,2000-06-19,1477,1326
15001,8194,6224,2000-08-18,2000-06-19,1737,1326
15002,8230,6224,2000-08-22,2000-06-19,1769,1326
15003,9112,6224,2000-09-10,2000-06-19,1876,1326
15004,10196,6224,2000-10-18,2000-06-19,2174,1326
15005,11101,6224,2000-11-08,2000-06-19,2342,1326
15006,11107,6224,2000-11-08,2000-06-19,2348,1326
15007,11148,6224,2000-11-10,2000-06-19,2386,1326
15008,103142,6224,2001-03-13,2000-06-19,3282,1326
15009,104126,6224,2001-04-12,2000-06-19,3500,1326
15010,109013,6224,2001-09-03,2000-06-19,4646,1326
15011,105229,6224,2001-05-22,2000-06-19,3833,1326
15012,109170,6224,2001-09-19,2000-06-19,4786,1326
15013,11091,6224,2000-11-07,2000-06-19,2332,1326
15014,102018,6224,2001-02-02,2000-06-19,2988,1326
15015,107152,6224,2001-07-13,2000-06-19,4315,1326
15016,10223,6224,2000-10-19,2000-06-19,2197,1326
15017,10269,6224,2000-10-23,2000-06-19,2234,1326
15018,12079,6224,2000-12-07,2000-06-19,2588,1326
15019,104041,6224,2001-04-04,2000-06-19,3426,1326
15020,104147,6224,2001-04-16,2000-06-19,3521,1326
15021,105014,6224,2001-05-02,2000-06-19,3637,1326
15022,106262,6224,2001-06-24,2000-06-19,4149,1326
15023,109069,6224,2001-09-09,2000-06-19,4697,1326
15024,109164,6224,2001-09-19,2000-06-19,4783,1326
15025,110071,6224,2001-10-04,2000-06-19,4891,1326
15026,110288,6224,2001-10-23,2000-06-19,5080,1326
15027,111086,6224,2001-11-08,2000-06-19,5135,1326
15028,10217,6224,2000-10-19,2000-06-19,2191,1326
15029,103114,6224,2001-03-12,2000-06-19,3262,1326
15030,105216,6224,2001-05-21,2000-06-19,3820,1326
15031,104100,6224,2001-04-10,2000-06-19,3478,1326
15032,10281,6224,2000-10-25,2000-06-19,2243,1326
15033,106142,6224,2001-06-13,2000-06-19,4042,1326
15034,111239,6224,2001-11-20,2000-06-19,5250,1326
15035,9141,6225,2000-09-12,2000-06-20,1902,1327
15036,7106,6225,2000-07-11,2000-06-20,1443,1327
15037,8119,6225,2000-08-11,2000-06-20,1673,1327
15038,201140,6225,2002-01-15,2000-06-20,5594,1327
15039,101069,6225,2001-01-09,2000-06-20,2823,1327
15040,11282,6225,2000-11-22,2000-06-20,2505,1327
15041,7215,6225,2000-07-19,2000-06-20,1532,1327
15042,12142,6225,2000-12-13,2000-06-20,2645,1327
15043,7089,6225,2000-07-10,2000-06-20,1430,1327
15044,9095,6225,2000-09-08,2000-06-20,1861,1327
15045,7168,6225,2000-07-17,2000-06-20,1495,1327
15046,8073,6225,2000-08-09,2000-06-20,1633,1327
15047,7147,6225,2000-07-13,2000-06-20,1479,1327
15048,106046,6225,2001-06-04,2000-06-20,3957,1327
15049,7052,6225,2000-07-06,2000-06-20,1399,1327
15050,9182,6225,2000-09-15,2000-06-20,1939,1327
15051,8213,6225,2000-08-19,2000-06-20,1755,1327
15052,10054,6226,2000-10-06,2000-06-20,2052,1328
15053,8245,6226,2000-08-23,2000-06-20,1780,1328
15054,12143,6226,2000-12-13,2000-06-20,2646,1328
15055,110055,6226,2001-10-04,2000-06-20,4876,1328
15056,108220,6226,2001-08-27,2000-06-20,4617,1328
15057,11006,6226,2000-11-01,2000-06-20,2259,1328
15058,12029,6226,2000-12-04,2000-06-20,2542,1328
15059,12106,6226,2000-12-10,2000-06-20,2612,1328
15060,12265,6226,2000-12-20,2000-06-20,2757,1328
15061,102207,6226,2001-02-16,2000-06-20,3151,1328
15062,7024,6226,2000-07-04,2000-06-20,1373,1328
15063,7233,6226,2000-07-21,2000-06-20,1547,1328
15064,7029,6226,2000-07-04,2000-06-20,1378,1328
15065,11269,6226,2000-11-21,2000-06-20,2495,1328
15066,111211,6227,2001-11-16,2000-06-20,5227,1329
15067,8168,6227,2000-08-16,2000-06-20,1717,1329
15068,112170,6227,2001-12-12,2000-06-20,5399,1329
15069,104068,6228,2001-04-06,2000-06-20,3451,1330
15070,109029,6228,2001-09-04,2000-06-20,4660,1330
15071,201243,6228,2002-01-25,2000-06-20,5682,1330
15072,103061,6229,2001-03-06,2000-06-20,3210,1331
15073,111146,6230,2001-11-12,2000-06-20,5180,1332
15074,7119,6230,2000-07-12,2000-06-20,1451,1332
15075,107051,6231,2001-07-05,2000-06-20,4221,1333
15076,105288,6231,2001-05-28,2000-06-20,3885,1333
15077,11271,6231,2000-11-21,2000-06-20,2496,1333
15078,12070,6231,2000-12-06,2000-06-20,2579,1333
15079,105320,6232,2001-05-30,2000-06-20,3914,1334
15080,10054,6232,2000-10-06,2000-06-20,2052,1334
15081,8190,6232,2000-08-17,2000-06-20,1733,1334
15082,104227,6232,2001-04-23,2000-06-20,3590,1334
15083,106100,6232,2001-06-11,2000-06-20,4008,1334
15084,110298,6232,2001-10-23,2000-06-20,5089,1334
15085,108172,6232,2001-08-22,2000-06-20,4575,1334
15086,9059,6232,2000-09-05,2000-06-20,1835,1334
15087,8130,6232,2000-08-14,2000-06-20,1684,1334
15088,105068,6232,2001-05-08,2000-06-20,3685,1334
15089,105160,6232,2001-05-16,2000-06-20,3770,1334
15090,101038,6232,2001-01-04,2000-06-20,2796,1334
15091,8074,6232,2000-08-09,2000-06-20,1634,1334
15092,9172,6232,2000-09-14,2000-06-20,1931,1334
15093,202198,6232,2002-02-21,2000-06-20,5890,1334
15094,106127,6232,2001-06-12,2000-06-20,4028,1334
15095,108156,6232,2001-08-20,2000-06-20,4561,1334
15096,10004,6232,2000-10-01,2000-06-20,2009,1334
15097,101003,6232,2000-12-30,2000-06-20,2765,1334
15098,104150,6232,2001-04-16,2000-06-20,3522,1334
15099,10093,6232,2000-10-10,2000-06-20,2084,1334
15100,109216,6232,2001-09-24,2000-06-20,4823,1334
15101,109024,6232,2001-09-04,2000-06-20,4656,1334
15102,106076,6232,2001-06-07,2000-06-20,3986,1334
15103,10186,6232,2000-10-17,2000-06-20,2164,1334
15104,110143,6232,2001-10-10,2000-06-20,4956,1334
15105,9122,6232,2000-09-11,2000-06-20,1884,1334
15106,10286,6232,2000-10-25,2000-06-20,2247,1334
15107,106203,6232,2001-06-18,2000-06-20,4098,1334
15108,103187,6232,2001-03-16,2000-06-20,3323,1334
15109,112037,6232,2001-12-04,2000-06-20,5304,1334
15110,203035,6232,2002-03-05,2000-06-20,5933,1334
15111,108013,6232,2001-08-02,2000-06-20,4437,1334
15112,105117,6232,2001-05-14,2000-06-20,3730,1334
15113,105317,6233,2001-05-30,2000-06-20,3911,1335
15114,108063,6233,2001-08-06,2000-06-20,4478,1335
15115,110165,6233,2001-10-12,2000-06-20,4972,1335
15116,201156,6233,2002-01-17,2000-06-20,5607,1335
15117,101126,6234,2001-01-12,2000-06-20,2874,1336
15118,101071,6234,2001-01-09,2000-06-20,2825,1336
15119,103159,6234,2001-03-14,2000-06-20,3298,1336
15120,108128,6234,2001-08-15,2000-06-20,4537,1336
15121,11211,6234,2000-11-16,2000-06-20,2443,1336
15122,11003,6235,2000-11-01,2000-06-20,2256,1337
15123,7156,6235,2000-07-14,2000-06-20,1486,1337
15124,8057,6235,2000-08-07,2000-06-20,1619,1337
15125,8089,6235,2000-08-09,2000-06-20,1648,1337
15126,101196,6235,2001-01-17,2000-06-20,2935,1337
15127,109146,6235,2001-09-17,2000-06-20,4765,1337
15128,201144,6235,2002-01-16,2000-06-20,5597,1337
15129,106281,6235,2001-06-26,2000-06-20,4170,1337
15130,106048,6235,2001-06-05,2000-06-20,3960,1337
15131,107147,6235,2001-07-13,2000-06-20,4310,1337
15132,12268,6235,2000-12-20,2000-06-20,2760,1337
15133,103069,6235,2001-03-07,2000-06-20,3218,1337
15134,103107,6235,2001-03-10,2000-06-20,3255,1337
15135,104167,6235,2001-04-17,2000-06-20,3537,1337
15136,9158,6235,2000-09-13,2000-06-20,1918,1337
15137,7147,6235,2000-07-13,2000-06-20,1479,1337
15138,7192,6235,2000-07-18,2000-06-20,1515,1337
15139,11233,6236,2000-11-19,2000-06-20,2462,1338
15140,9141,6236,2000-09-12,2000-06-20,1902,1338
15141,103209,6236,2001-03-20,2000-06-20,3344,1338
15142,11019,6236,2000-11-01,2000-06-20,2271,1338
15143,8057,6236,2000-08-07,2000-06-20,1619,1338
15144,8132,6236,2000-08-14,2000-06-20,1686,1338
15145,9037,6236,2000-09-04,2000-06-20,1816,1338
15146,110059,6236,2001-10-04,2000-06-20,4880,1338
15147,7106,6236,2000-07-11,2000-06-20,1443,1338
15148,8119,6236,2000-08-11,2000-06-20,1673,1338
15149,105083,6236,2001-05-10,2000-06-20,3697,1338
15150,201178,6236,2002-01-18,2000-06-20,5624,1338
15151,201144,6236,2002-01-16,2000-06-20,5597,1338
15152,10143,6236,2000-10-13,2000-06-20,2128,1338
15153,106281,6236,2001-06-26,2000-06-20,4170,1338
15154,12024,6236,2000-12-04,2000-06-20,2537,1338
15155,105257,6236,2001-05-24,2000-06-20,3859,1338
15156,108158,6236,2001-08-20,2000-06-20,4563,1338
15157,112186,6236,2001-12-13,2000-06-20,5413,1338
15158,8126,6236,2000-08-14,2000-06-20,1680,1338
15159,110046,6236,2001-10-03,2000-06-20,4868,1338
15160,102066,6236,2001-02-06,2000-06-20,3029,1338
15161,8030,6236,2000-08-03,2000-06-20,1593,1338
15162,103069,6236,2001-03-07,2000-06-20,3218,1338
15163,108103,6236,2001-08-10,2000-06-20,4513,1338
15164,11282,6236,2000-11-22,2000-06-20,2505,1338
15165,7215,6236,2000-07-19,2000-06-20,1532,1338
15166,10158,6236,2000-10-16,2000-06-20,2140,1338
15167,109125,6236,2001-09-14,2000-06-20,4747,1338
15168,101058,6236,2001-01-08,2000-06-20,2814,1338
15169,7168,6236,2000-07-17,2000-06-20,1495,1338
15170,104167,6236,2001-04-17,2000-06-20,3537,1338
15171,111149,6236,2001-11-12,2000-06-20,5181,1338
15172,9158,6236,2000-09-13,2000-06-20,1918,1338
15173,7147,6236,2000-07-13,2000-06-20,1479,1338
15174,12239,6236,2000-12-19,2000-06-20,2734,1338
15175,103150,6236,2001-03-14,2000-06-20,3289,1338
15176,7052,6236,2000-07-06,2000-06-20,1399,1338
15177,9182,6236,2000-09-15,2000-06-20,1939,1338
15178,201257,6236,2002-01-28,2000-06-20,5696,1338
15179,9181,6236,2000-09-15,2000-06-20,1938,1338
15180,110019,6236,2001-10-01,2000-06-20,4845,1338
15181,104091,6236,2001-04-09,2000-06-20,3469,1338
15182,106232,6236,2001-06-21,2000-06-20,4122,1338
15183,107010,6236,2001-07-02,2000-06-20,4183,1338
15184,110039,6236,2001-10-03,2000-06-20,4862,1338
15185,201222,6236,2002-01-23,2000-06-20,5663,1338
15186,103218,6237,2001-03-20,2000-06-20,3351,1339
15187,6250,6237,2000-06-21,2000-06-20,1351,1339
15188,8171,6238,2000-08-16,2000-06-20,1720,1340
15189,7067,6239,2000-07-07,2000-06-20,1412,1341
15190,107119,6239,2001-07-10,2000-06-20,4285,1341
15191,7170,6239,2000-07-17,2000-06-20,1497,1341
15192,102151,6239,2001-02-13,2000-06-20,3101,1341
15193,7061,6239,2000-07-06,2000-06-20,1406,1341
15194,8088,6239,2000-08-09,2000-06-20,1647,1341
15195,8186,6239,2000-08-17,2000-06-20,1731,1341
15196,8203,6239,2000-08-18,2000-06-20,1745,1341
15197,9019,6239,2000-09-03,2000-06-20,1802,1341
15198,10165,6239,2000-10-16,2000-06-20,2146,1341
15199,105006,6239,2001-05-01,2000-06-20,3629,1341
15200,8127,6240,2000-08-14,2000-06-21,1681,1342
15201,9213,6240,2000-09-18,2000-06-21,1969,1342
15202,7153,6240,2000-07-14,2000-06-21,1484,1342
15203,7235,6240,2000-07-21,2000-06-21,1549,1342
15204,8033,6240,2000-08-03,2000-06-21,1596,1342
15205,8227,6240,2000-08-22,2000-06-21,1766,1342
15206,8252,6240,2000-08-24,2000-06-21,1785,1342
15207,9038,6240,2000-09-04,2000-06-21,1817,1342
15208,9061,6240,2000-09-06,2000-06-21,1837,1342
15209,9105,6240,2000-09-10,2000-06-21,1870,1342
15210,9189,6240,2000-09-15,2000-06-21,1946,1342
15211,9246,6240,2000-09-21,2000-06-21,2000,1342
15212,9252,6240,2000-09-21,2000-06-21,2006,1342
15213,10034,6240,2000-10-04,2000-06-21,2035,1342
15214,10240,6240,2000-10-20,2000-06-21,2209,1342
15215,11029,6240,2000-11-02,2000-06-21,2279,1342
15216,11226,6240,2000-11-17,2000-06-21,2456,1342
15217,12251,6240,2000-12-19,2000-06-21,2746,1342
15218,101014,6240,2001-01-02,2000-06-21,2773,1342
15219,101162,6240,2001-01-15,2000-06-21,2906,1342
15220,102063,6240,2001-02-06,2000-06-21,3026,1342
15221,102071,6240,2001-02-06,2000-06-21,3033,1342
15222,102085,6240,2001-02-07,2000-06-21,3045,1342
15223,103103,6240,2001-03-10,2000-06-21,3251,1342
15224,104230,6240,2001-04-23,2000-06-21,3593,1342
15225,105024,6240,2001-05-03,2000-06-21,3645,1342
15226,105059,6240,2001-05-07,2000-06-21,3676,1342
15227,105246,6240,2001-05-23,2000-06-21,3848,1342
15228,105312,6240,2001-05-29,2000-06-21,3907,1342
15229,106068,6240,2001-06-06,2000-06-21,3979,1342
15230,109182,6240,2001-09-20,2000-06-21,4797,1342
15231,111208,6240,2001-11-16,2000-06-21,5225,1342
15232,112231,6240,2001-12-17,2000-06-21,5449,1342
15233,10016,6240,2000-10-03,2000-06-21,2021,1342
15234,11094,6240,2000-11-07,2000-06-21,2335,1342
15235,8101,6240,2000-08-10,2000-06-21,1659,1342
15236,10190,6240,2000-10-17,2000-06-21,2168,1342
15237,11002,6240,2000-11-01,2000-06-21,2255,1342
15238,11238,6240,2000-11-20,2000-06-21,2467,1342
15239,105184,6240,2001-05-18,2000-06-21,3790,1342
15240,108150,6240,2001-08-18,2000-06-21,4555,1342
15241,203108,6240,2002-03-12,2000-06-21,5994,1342
15242,7226,6240,2000-07-20,2000-06-21,1542,1342
15243,102112,6240,2001-02-09,2000-06-21,3071,1342
15244,105156,6240,2001-05-16,2000-06-21,3766,1342
15245,105168,6240,2001-05-17,2000-06-21,3775,1342
15246,106010,6240,2001-06-01,2000-06-21,3924,1342
